channel_name,post_id,post_datetime,current_views,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Simulative,17158,2025-01-07 11:57:01,2037,736.0 (36.13%),207.0 (10.16%),106.0 (5.2%),150.0 (7.36%),45.0 (2.21%),37.0 (1.82%),84.0 (4.12%),117.0 (5.74%),47.0 (2.31%),117.0 (5.74%),38.0 (1.87%),6.0 (0.29%),9.0 (0.44%),19.0 (0.93%),40.0 (1.96%),128.0 (6.28%),27.0 (1.33%),36.0 (1.77%),29.0 (1.42%),18.0 (0.88%),13.0 (0.64%),14.0 (0.69%),14.0 (0.69%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
No Data No Growth | Pavel Bukhtik,17161,2025-01-07 11:52:52,5180,1934.0 (37.34%),299.0 (5.77%),442.0 (8.53%),600.0 (11.58%),136.0 (2.63%),101.0 (1.95%),125.0 (2.41%),657.0 (12.68%),194.0 (3.75%),66.0 (1.27%),82.0 (1.58%),38.0 (0.73%),28.0 (0.54%),67.0 (1.29%),67.0 (1.29%),98.0 (1.89%),69.0 (1.33%),21.0 (0.41%),23.0 (0.44%),19.0 (0.37%),16.0 (0.31%),36.0 (0.69%),62.0 (1.2%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Фичизм,17160,2025-01-07 11:34:01,10566,4137.0 (39.15%),1273.0 (12.05%),634.0 (6.0%),643.0 (6.09%),691.0 (6.54%),178.0 (1.68%),449.0 (4.25%),277.0 (2.62%),192.0 (1.82%),190.0 (1.8%),627.0 (5.93%),123.0 (1.16%),209.0 (1.98%),158.0 (1.5%),133.0 (1.26%),45.0 (0.43%),114.0 (1.08%),92.0 (0.87%),61.0 (0.58%),101.0 (0.96%),88.0 (0.83%),62.0 (0.59%),89.0 (0.84%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17162,2025-01-07 11:05:34,17532,8103.0 (46.22%),2750.0 (15.69%),820.0 (4.68%),1003.0 (5.72%),483.0 (2.75%),1154.0 (6.58%),454.0 (2.59%),233.0 (1.33%),227.0 (1.29%),365.0 (2.08%),179.0 (1.02%),134.0 (0.76%),203.0 (1.16%),286.0 (1.63%),102.0 (0.58%),241.0 (1.37%),162.0 (0.92%),66.0 (0.38%),82.0 (0.47%),154.0 (0.88%),124.0 (0.71%),145.0 (0.83%),62.0 (0.35%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
LEFT JOIN,17159,2025-01-07 10:21:35,14766,3526.0 (23.88%),8734.0 (59.15%),359.0 (2.43%),425.0 (2.88%),307.0 (2.08%),108.0 (0.73%),307.0 (2.08%),111.0 (0.75%),84.0 (0.57%),285.0 (1.93%),81.0 (0.55%),115.0 (0.78%),27.0 (0.18%),70.0 (0.47%),50.0 (0.34%),41.0 (0.28%),25.0 (0.17%),15.0 (0.1%),12.0 (0.08%),6.0 (0.04%),23.0 (0.16%),36.0 (0.24%),19.0 (0.13%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Simulative,17154,2025-01-06 17:59:02,1979,802.0 (40.53%),177.0 (8.94%),96.0 (4.85%),120.0 (6.06%),55.0 (2.78%),26.0 (1.31%),58.0 (2.93%),65.0 (3.28%),111.0 (5.61%),62.0 (3.13%),38.0 (1.92%),28.0 (1.41%),5.0 (0.25%),15.0 (0.76%),108.0 (5.46%),76.0 (3.84%),19.0 (0.96%),33.0 (1.67%),12.0 (0.61%),23.0 (1.16%),19.0 (0.96%),14.0 (0.71%),13.0 (0.66%),4.0 (0.2%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Инжиниринг Данных,17157,2025-01-06 16:37:27,10527,2745.0 (26.08%),359.0 (3.41%),981.0 (9.32%),297.0 (2.82%),149.0 (1.42%),963.0 (9.15%),1061.0 (10.08%),191.0 (1.81%),160.0 (1.52%),342.0 (3.25%),831.0 (7.89%),229.0 (2.18%),64.0 (0.61%),67.0 (0.64%),47.0 (0.45%),773.0 (7.34%),502.0 (4.77%),261.0 (2.48%),133.0 (1.26%),34.0 (0.32%),155.0 (1.47%),101.0 (0.96%),47.0 (0.45%),35.0 (0.33%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Data Science. SQL hub,17155,2025-01-06 16:04:17,8043,2287.0 (28.43%),906.0 (11.26%),556.0 (6.91%),954.0 (11.86%),607.0 (7.55%),179.0 (2.23%),402.0 (5.0%),222.0 (2.76%),219.0 (2.72%),161.0 (2.0%),92.0 (1.14%),131.0 (1.63%),99.0 (1.23%),523.0 (6.5%),100.0 (1.24%),60.0 (0.75%),55.0 (0.68%),92.0 (1.14%),109.0 (1.36%),104.0 (1.29%),125.0 (1.55%),26.0 (0.32%),29.0 (0.36%),5.0 (0.06%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Время Валеры,17153,2025-01-06 15:50:53,31649,9063.0 (28.64%),816.0 (2.58%),807.0 (2.55%),6060.0 (19.15%),2169.0 (6.85%),613.0 (1.94%),467.0 (1.48%),3305.0 (10.44%),1927.0 (6.09%),347.0 (1.1%),1239.0 (3.91%),873.0 (2.76%),646.0 (2.04%),1661.0 (5.25%),311.0 (0.98%),92.0 (0.29%),454.0 (1.43%),229.0 (0.72%),63.0 (0.2%),122.0 (0.39%),207.0 (0.65%),100.0 (0.32%),46.0 (0.15%),32.0 (0.1%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
karpov.courses,17149,2025-01-06 15:39:01,9648,3173.0 (32.89%),549.0 (5.69%),1089.0 (11.29%),1100.0 (11.4%),414.0 (4.29%),237.0 (2.46%),266.0 (2.76%),197.0 (2.04%),810.0 (8.4%),161.0 (1.67%),292.0 (3.03%),223.0 (2.31%),79.0 (0.82%),69.0 (0.72%),63.0 (0.65%),232.0 (2.4%),93.0 (0.96%),230.0 (2.38%),128.0 (1.33%),35.0 (0.36%),28.0 (0.29%),60.0 (0.62%),56.0 (0.58%),64.0 (0.66%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17150,2025-01-06 14:48:50,16672,7954.0 (47.71%),1707.0 (10.24%),1306.0 (7.83%),927.0 (5.56%),853.0 (5.12%),757.0 (4.54%),378.0 (2.27%),232.0 (1.39%),179.0 (1.07%),299.0 (1.79%),290.0 (1.74%),143.0 (0.86%),137.0 (0.82%),275.0 (1.65%),307.0 (1.84%),134.0 (0.8%),137.0 (0.82%),96.0 (0.58%),55.0 (0.33%),121.0 (0.73%),88.0 (0.53%),134.0 (0.8%),89.0 (0.53%),74.0 (0.44%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Детектив данных 🕵️,17152,2025-01-06 13:03:31,1193,465.0 (38.98%),51.0 (4.27%),51.0 (4.27%),449.0 (37.64%),75.0 (6.29%),27.0 (2.26%),25.0 (2.1%),34.0 (2.85%),16.0 (1.34%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Simulative,17137,2025-01-06 11:45:09,1844,769.0 (41.7%),193.0 (10.47%),74.0 (4.01%),96.0 (5.21%),75.0 (4.07%),21.0 (1.14%),17.0 (0.92%),52.0 (2.82%),143.0 (7.75%),35.0 (1.9%),45.0 (2.44%),102.0 (5.53%),16.0 (0.87%),12.0 (0.65%),17.0 (0.92%),35.0 (1.9%),32.0 (1.74%),13.0 (0.7%),21.0 (1.14%),20.0 (1.08%),16.0 (0.87%),18.0 (0.98%),10.0 (0.54%),12.0 (0.65%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17143,2025-01-06 11:15:29,13502,7860.0 (58.21%),1708.0 (12.65%),927.0 (6.87%),642.0 (4.75%),1347.0 (9.98%),373.0 (2.76%),414.0 (3.07%),188.0 (1.39%),43.0 (0.32%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Фичизм,17140,2025-01-06 11:13:01,9211,3824.0 (41.52%),982.0 (10.66%),533.0 (5.79%),589.0 (6.39%),575.0 (6.24%),319.0 (3.46%),99.0 (1.07%),237.0 (2.57%),147.0 (1.6%),130.0 (1.41%),652.0 (7.08%),175.0 (1.9%),53.0 (0.58%),162.0 (1.76%),117.0 (1.27%),94.0 (1.02%),28.0 (0.3%),79.0 (0.86%),71.0 (0.77%),67.0 (0.73%),125.0 (1.36%),47.0 (0.51%),53.0 (0.58%),53.0 (0.58%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
LEFT JOIN,17138,2025-01-06 10:22:10,14699,3913.0 (26.62%),8110.0 (55.17%),361.0 (2.46%),461.0 (3.14%),349.0 (2.37%),278.0 (1.89%),100.0 (0.68%),354.0 (2.41%),118.0 (0.8%),107.0 (0.73%),86.0 (0.59%),59.0 (0.4%),91.0 (0.62%),15.0 (0.1%),36.0 (0.24%),72.0 (0.49%),43.0 (0.29%),33.0 (0.22%),19.0 (0.13%),14.0 (0.1%),6.0 (0.04%),23.0 (0.16%),31.0 (0.21%),20.0 (0.14%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
настенька и графики,17141,2025-01-06 09:44:49,10976,2872.0 (26.17%),1001.0 (9.12%),2237.0 (20.38%),913.0 (8.32%),505.0 (4.6%),178.0 (1.62%),388.0 (3.53%),691.0 (6.3%),364.0 (3.32%),266.0 (2.42%),185.0 (1.69%),127.0 (1.16%),80.0 (0.73%),122.0 (1.11%),225.0 (2.05%),97.0 (0.88%),98.0 (0.89%),100.0 (0.91%),62.0 (0.56%),45.0 (0.41%),112.0 (1.02%),125.0 (1.14%),131.0 (1.19%),52.0 (0.47%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Инжиниринг Данных,17142,2025-01-06 09:32:52,11459,3299.0 (28.79%),320.0 (2.79%),627.0 (5.47%),417.0 (3.64%),216.0 (1.88%),135.0 (1.18%),1324.0 (11.55%),659.0 (5.75%),145.0 (1.27%),499.0 (4.35%),483.0 (4.22%),676.0 (5.9%),292.0 (2.55%),91.0 (0.79%),66.0 (0.58%),917.0 (8.0%),421.0 (3.67%),321.0 (2.8%),145.0 (1.27%),52.0 (0.45%),94.0 (0.82%),132.0 (1.15%),81.0 (0.71%),47.0 (0.41%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Инжиниринг Данных,17132,2025-01-05 11:32:53,8269,3141.0 (37.99%),850.0 (10.28%),156.0 (1.89%),1019.0 (12.32%),342.0 (4.14%),167.0 (2.02%),120.0 (1.45%),515.0 (6.23%),236.0 (2.85%),110.0 (1.33%),246.0 (2.97%),272.0 (3.29%),206.0 (2.49%),74.0 (0.89%),57.0 (0.69%),52.0 (0.63%),115.0 (1.39%),94.0 (1.14%),155.0 (1.87%),82.0 (0.99%),29.0 (0.35%),52.0 (0.63%),68.0 (0.82%),64.0 (0.77%),47.0 (0.57%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Simulative,17127,2025-01-05 11:25:10,1893,661.0 (34.92%),264.0 (13.95%),103.0 (5.44%),70.0 (3.7%),86.0 (4.54%),62.0 (3.28%),21.0 (1.11%),16.0 (0.85%),46.0 (2.43%),136.0 (7.18%),36.0 (1.9%),56.0 (2.96%),142.0 (7.5%),8.0 (0.42%),12.0 (0.63%),16.0 (0.85%),35.0 (1.85%),26.0 (1.37%),14.0 (0.74%),21.0 (1.11%),18.0 (0.95%),10.0 (0.53%),11.0 (0.58%),9.0 (0.48%),14.0 (0.74%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Фичизм,17128,2025-01-05 11:14:54,9125,4011.0 (43.96%),978.0 (10.72%),430.0 (4.71%),690.0 (7.56%),458.0 (5.02%),281.0 (3.08%),180.0 (1.97%),69.0 (0.76%),153.0 (1.68%),112.0 (1.23%),625.0 (6.85%),206.0 (2.26%),142.0 (1.56%),46.0 (0.5%),117.0 (1.28%),70.0 (0.77%),56.0 (0.61%),50.0 (0.55%),70.0 (0.77%),65.0 (0.71%),129.0 (1.41%),44.0 (0.48%),44.0 (0.48%),47.0 (0.52%),52.0 (0.57%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17136,2025-01-05 10:55:31,18738,7597.0 (40.54%),2374.0 (12.67%),806.0 (4.3%),1158.0 (6.18%),1016.0 (5.42%),664.0 (3.54%),282.0 (1.5%),327.0 (1.75%),1320.0 (7.04%),372.0 (1.99%),219.0 (1.17%),319.0 (1.7%),164.0 (0.88%),139.0 (0.74%),173.0 (0.92%),723.0 (3.86%),189.0 (1.01%),196.0 (1.05%),117.0 (0.62%),89.0 (0.47%),76.0 (0.41%),109.0 (0.58%),121.0 (0.65%),109.0 (0.58%),79.0 (0.42%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Глеб Михайлов,17135,2025-01-05 10:30:19,8488,2593.0 (30.55%),331.0 (3.9%),199.0 (2.34%),245.0 (2.89%),1593.0 (18.77%),224.0 (2.64%),109.0 (1.28%),127.0 (1.5%),113.0 (1.33%),1034.0 (12.18%),151.0 (1.78%),77.0 (0.91%),53.0 (0.62%),94.0 (1.11%),707.0 (8.33%),87.0 (1.02%),48.0 (0.57%),53.0 (0.62%),331.0 (3.9%),76.0 (0.9%),46.0 (0.54%),29.0 (0.34%),24.0 (0.28%),111.0 (1.31%),33.0 (0.39%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Инжиниринг Данных,17133,2025-01-05 09:38:03,8717,3415.0 (39.18%),658.0 (7.55%),136.0 (1.56%),597.0 (6.85%),269.0 (3.09%),141.0 (1.62%),82.0 (0.94%),340.0 (3.9%),838.0 (9.61%),126.0 (1.45%),574.0 (6.58%),367.0 (4.21%),233.0 (2.67%),89.0 (1.02%),55.0 (0.63%),48.0 (0.55%),126.0 (1.45%),91.0 (1.04%),141.0 (1.62%),81.0 (0.93%),31.0 (0.36%),52.0 (0.6%),72.0 (0.83%),80.0 (0.92%),75.0 (0.86%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Инжиниринг Данных,17134,2025-01-05 09:33:01,9810,3506.0 (35.74%),647.0 (6.6%),136.0 (1.39%),1021.0 (10.41%),309.0 (3.15%),143.0 (1.46%),92.0 (0.94%),1051.0 (10.71%),500.0 (5.1%),173.0 (1.76%),554.0 (5.65%),354.0 (3.61%),240.0 (2.45%),82.0 (0.84%),71.0 (0.72%),51.0 (0.52%),137.0 (1.4%),99.0 (1.01%),155.0 (1.58%),91.0 (0.93%),37.0 (0.38%),70.0 (0.71%),124.0 (1.26%),105.0 (1.07%),62.0 (0.63%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
настенька и графики,17130,2025-01-05 09:31:47,7943,2757.0 (34.71%),915.0 (11.52%),536.0 (6.75%),436.0 (5.49%),332.0 (4.18%),595.0 (7.49%),92.0 (1.16%),575.0 (7.24%),244.0 (3.07%),213.0 (2.68%),189.0 (2.38%),128.0 (1.61%),60.0 (0.76%),34.0 (0.43%),142.0 (1.79%),113.0 (1.42%),77.0 (0.97%),69.0 (0.87%),71.0 (0.89%),40.0 (0.5%),30.0 (0.38%),107.0 (1.35%),86.0 (1.08%),66.0 (0.83%),36.0 (0.45%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Клуб анонимных аналитиков,17126,2025-01-05 00:23:53,9393,2426.0 (25.83%),353.0 (3.76%),523.0 (5.57%),708.0 (7.54%),342.0 (3.64%),168.0 (1.79%),925.0 (9.85%),418.0 (4.45%),198.0 (2.11%),710.0 (7.56%),358.0 (3.81%),243.0 (2.59%),129.0 (1.37%),446.0 (4.75%),71.0 (0.76%),166.0 (1.77%),116.0 (1.23%),43.0 (0.46%),36.0 (0.38%),474.0 (5.05%),96.0 (1.02%),46.0 (0.49%),172.0 (1.83%),83.0 (0.88%),143.0 (1.52%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
karpov.courses,17124,2025-01-04 13:37:40,13069,4195.0 (32.1%),739.0 (5.65%),739.0 (5.65%),416.0 (3.18%),1523.0 (11.65%),737.0 (5.64%),373.0 (2.85%),239.0 (1.83%),220.0 (1.68%),219.0 (1.68%),645.0 (4.94%),149.0 (1.14%),292.0 (2.23%),208.0 (1.59%),106.0 (0.81%),93.0 (0.71%),78.0 (0.6%),1026.0 (7.85%),164.0 (1.25%),312.0 (2.39%),162.0 (1.24%),73.0 (0.56%),74.0 (0.57%),121.0 (0.93%),95.0 (0.73%),71.0 (0.54%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Simulative,17123,2025-01-04 13:20:05,1906,733.0 (38.46%),191.0 (10.02%),106.0 (5.56%),88.0 (4.62%),85.0 (4.46%),68.0 (3.57%),99.0 (5.19%),23.0 (1.21%),24.0 (1.26%),37.0 (1.94%),61.0 (3.2%),33.0 (1.73%),157.0 (8.24%),31.0 (1.63%),13.0 (0.68%),15.0 (0.79%),12.0 (0.63%),43.0 (2.26%),8.0 (0.42%),11.0 (0.58%),11.0 (0.58%),20.0 (1.05%),6.0 (0.31%),10.0 (0.52%),8.0 (0.42%),13.0 (0.68%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Data Science. SQL hub,17125,2025-01-04 12:02:47,7416,1977.0 (26.66%),530.0 (7.15%),670.0 (9.03%),973.0 (13.12%),631.0 (8.51%),247.0 (3.33%),610.0 (8.23%),138.0 (1.86%),186.0 (2.51%),117.0 (1.58%),131.0 (1.77%),79.0 (1.07%),103.0 (1.39%),49.0 (0.66%),268.0 (3.61%),98.0 (1.32%),170.0 (2.29%),90.0 (1.21%),40.0 (0.54%),55.0 (0.74%),83.0 (1.12%),33.0 (0.44%),73.0 (0.98%),36.0 (0.49%),22.0 (0.3%),7.0 (0.09%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Фичизм,17120,2025-01-04 11:23:50,8678,3255.0 (37.51%),1353.0 (15.59%),540.0 (6.22%),453.0 (5.22%),342.0 (3.94%),265.0 (3.05%),373.0 (4.3%),194.0 (2.24%),65.0 (0.75%),134.0 (1.54%),655.0 (7.55%),149.0 (1.72%),122.0 (1.41%),101.0 (1.16%),28.0 (0.32%),101.0 (1.16%),64.0 (0.74%),79.0 (0.91%),20.0 (0.23%),58.0 (0.67%),64.0 (0.74%),55.0 (0.63%),68.0 (0.78%),47.0 (0.54%),41.0 (0.47%),52.0 (0.6%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17122,2025-01-04 11:20:53,27212,8900.0 (32.71%),3470.0 (12.75%),1669.0 (6.13%),1271.0 (4.67%),1602.0 (5.89%),1124.0 (4.13%),782.0 (2.87%),465.0 (1.71%),2164.0 (7.95%),447.0 (1.64%),393.0 (1.44%),442.0 (1.62%),727.0 (2.67%),361.0 (1.33%),310.0 (1.14%),334.0 (1.23%),624.0 (2.29%),275.0 (1.01%),440.0 (1.62%),261.0 (0.96%),161.0 (0.59%),210.0 (0.77%),209.0 (0.77%),214.0 (0.79%),234.0 (0.86%),123.0 (0.45%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
настенька и графики,17121,2025-01-04 10:28:55,8741,2817.0 (32.23%),1266.0 (14.48%),549.0 (6.28%),993.0 (11.36%),449.0 (5.14%),403.0 (4.61%),282.0 (3.23%),104.0 (1.19%),227.0 (2.6%),246.0 (2.81%),194.0 (2.22%),163.0 (1.86%),132.0 (1.51%),77.0 (0.88%),49.0 (0.56%),67.0 (0.77%),96.0 (1.1%),85.0 (0.97%),67.0 (0.77%),78.0 (0.89%),50.0 (0.57%),53.0 (0.61%),105.0 (1.2%),72.0 (0.82%),72.0 (0.82%),45.0 (0.51%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
LEFT JOIN,17118,2025-01-04 10:18:01,14280,8118.0 (56.85%),2898.0 (20.29%),547.0 (3.83%),465.0 (3.26%),311.0 (2.18%),272.0 (1.9%),242.0 (1.69%),209.0 (1.46%),77.0 (0.54%),154.0 (1.08%),77.0 (0.54%),312.0 (2.18%),102.0 (0.71%),73.0 (0.51%),92.0 (0.64%),19.0 (0.13%),32.0 (0.22%),63.0 (0.44%),54.0 (0.38%),40.0 (0.28%),20.0 (0.14%),12.0 (0.08%),6.0 (0.04%),27.0 (0.19%),33.0 (0.23%),25.0 (0.18%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Data Science. SQL hub,17119,2025-01-04 10:02:05,7081,2153.0 (30.41%),464.0 (6.55%),567.0 (8.01%),873.0 (12.33%),500.0 (7.06%),219.0 (3.09%),499.0 (7.05%),140.0 (1.98%),162.0 (2.29%),121.0 (1.71%),99.0 (1.4%),64.0 (0.9%),141.0 (1.99%),51.0 (0.72%),363.0 (5.13%),194.0 (2.74%),113.0 (1.6%),60.0 (0.85%),34.0 (0.48%),41.0 (0.58%),69.0 (0.97%),30.0 (0.42%),38.0 (0.54%),55.0 (0.78%),20.0 (0.28%),11.0 (0.16%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Инжиниринг Данных,17117,2025-01-03 20:49:54,8049,3165.0 (39.32%),1186.0 (14.73%),378.0 (4.7%),286.0 (3.55%),336.0 (4.17%),370.0 (4.6%),145.0 (1.8%),89.0 (1.11%),244.0 (3.03%),243.0 (3.02%),96.0 (1.19%),154.0 (1.91%),170.0 (2.11%),175.0 (2.17%),117.0 (1.45%),41.0 (0.51%),60.0 (0.75%),55.0 (0.68%),86.0 (1.07%),123.0 (1.53%),121.0 (1.5%),65.0 (0.81%),31.0 (0.39%),139.0 (1.73%),113.0 (1.4%),38.0 (0.47%),23.0 (0.29%),0.0 (0.0%),0.0 (0.0%)
Клуб анонимных аналитиков,17116,2025-01-03 18:49:22,8357,2089.0 (25.0%),785.0 (9.39%),227.0 (2.72%),158.0 (1.89%),1229.0 (14.71%),303.0 (3.63%),141.0 (1.69%),94.0 (1.12%),962.0 (11.51%),212.0 (2.54%),480.0 (5.74%),135.0 (1.62%),203.0 (2.43%),435.0 (5.21%),154.0 (1.84%),64.0 (0.77%),49.0 (0.59%),193.0 (2.31%),44.0 (0.53%),32.0 (0.38%),54.0 (0.65%),31.0 (0.37%),28.0 (0.34%),56.0 (0.67%),51.0 (0.61%),81.0 (0.97%),67.0 (0.8%),0.0 (0.0%),0.0 (0.0%)
Инжиниринг Данных,17115,2025-01-03 18:17:32,6730,3381.0 (50.24%),822.0 (12.21%),295.0 (4.38%),176.0 (2.62%),112.0 (1.66%),324.0 (4.81%),109.0 (1.62%),56.0 (0.83%),135.0 (2.01%),200.0 (2.97%),62.0 (0.92%),63.0 (0.94%),122.0 (1.81%),131.0 (1.95%),91.0 (1.35%),29.0 (0.43%),30.0 (0.45%),27.0 (0.4%),69.0 (1.03%),87.0 (1.29%),103.0 (1.53%),55.0 (0.82%),17.0 (0.25%),90.0 (1.34%),80.0 (1.19%),38.0 (0.56%),26.0 (0.39%),0.0 (0.0%),0.0 (0.0%)
data.csv,17114,2025-01-03 14:45:29,5223,1408.0 (26.96%),184.0 (3.52%),108.0 (2.07%),106.0 (2.03%),100.0 (1.91%),1198.0 (22.94%),351.0 (6.72%),202.0 (3.87%),84.0 (1.61%),66.0 (1.26%),59.0 (1.13%),432.0 (8.27%),70.0 (1.34%),81.0 (1.55%),48.0 (0.92%),110.0 (2.11%),36.0 (0.69%),45.0 (0.86%),147.0 (2.81%),109.0 (2.09%),162.0 (3.1%),19.0 (0.36%),27.0 (0.52%),21.0 (0.4%),18.0 (0.34%),23.0 (0.44%),9.0 (0.17%),0.0 (0.0%),0.0 (0.0%)
karpov.courses,17110,2025-01-03 14:17:31,9348,3442.0 (36.82%),1297.0 (13.87%),475.0 (5.08%),565.0 (6.04%),164.0 (1.75%),345.0 (3.69%),396.0 (4.24%),172.0 (1.84%),145.0 (1.55%),105.0 (1.12%),94.0 (1.01%),190.0 (2.03%),62.0 (0.66%),684.0 (7.32%),284.0 (3.04%),54.0 (0.58%),65.0 (0.7%),42.0 (0.45%),251.0 (2.69%),96.0 (1.03%),148.0 (1.58%),66.0 (0.71%),18.0 (0.19%),21.0 (0.22%),61.0 (0.65%),48.0 (0.51%),58.0 (0.62%),0.0 (0.0%),0.0 (0.0%)
karpov.courses,17112,2025-01-03 14:13:18,8651,3388.0 (39.16%),1138.0 (13.15%),361.0 (4.17%),349.0 (4.03%),127.0 (1.47%),284.0 (3.28%),560.0 (6.47%),364.0 (4.21%),165.0 (1.91%),106.0 (1.23%),83.0 (0.96%),461.0 (5.33%),90.0 (1.04%),228.0 (2.64%),148.0 (1.71%),70.0 (0.81%),54.0 (0.62%),57.0 (0.66%),203.0 (2.35%),49.0 (0.57%),126.0 (1.46%),72.0 (0.83%),20.0 (0.23%),23.0 (0.27%),45.0 (0.52%),51.0 (0.59%),29.0 (0.34%),0.0 (0.0%),0.0 (0.0%)
Фичизм,17107,2025-01-03 11:43:20,10264,3934.0 (38.33%),933.0 (9.09%),800.0 (7.79%),746.0 (7.27%),543.0 (5.29%),345.0 (3.36%),459.0 (4.47%),240.0 (2.34%),178.0 (1.73%),69.0 (0.67%),717.0 (6.99%),248.0 (2.42%),130.0 (1.27%),135.0 (1.32%),107.0 (1.04%),30.0 (0.29%),64.0 (0.62%),63.0 (0.61%),81.0 (0.79%),26.0 (0.25%),95.0 (0.93%),46.0 (0.45%),52.0 (0.51%),68.0 (0.66%),43.0 (0.42%),48.0 (0.47%),64.0 (0.62%),0.0 (0.0%),0.0 (0.0%)
Simulative,17106,2025-01-03 11:16:01,2078,629.0 (30.27%),278.0 (13.38%),107.0 (5.15%),226.0 (10.88%),93.0 (4.48%),67.0 (3.22%),104.0 (5.0%),48.0 (2.31%),15.0 (0.72%),15.0 (0.72%),33.0 (1.59%),50.0 (2.41%),25.0 (1.2%),175.0 (8.42%),39.0 (1.88%),9.0 (0.43%),17.0 (0.82%),18.0 (0.87%),30.0 (1.44%),14.0 (0.67%),10.0 (0.48%),18.0 (0.87%),19.0 (0.91%),8.0 (0.38%),9.0 (0.43%),9.0 (0.43%),13.0 (0.63%),0.0 (0.0%),0.0 (0.0%)
